N, Model_time(days since 1970-01-01 00:00:00), SI_SSA(particle/m^3), OO_SSA(particle/m^3)
       0       18231.000  3.82557e+06      21725.7
       1       18231.083  3.32135e+06      20527.5
       2       18231.167  2.64525e+06      19403.0
       3       18231.250  2.13584e+06      18278.3
       4       18231.333  1.60754e+06      18248.7
       5       18231.417  1.41448e+06      18539.4
       6       18231.500  1.35966e+06      19452.2
       7       18231.583  1.32493e+06      20398.9
       8       18231.667  1.32216e+06      21872.3
       9       18231.750  1.30485e+06      23962.9
      10       18231.833  1.22199e+06      26113.3
      11       18231.917  1.08834e+06      27785.0
      12       18232.000      947505.      28682.8
      13       18232.083      815700.      27847.4
      14       18232.167      727514.      26057.5
      15       18232.250      676588.      23789.5
      16       18232.333      674580.      24417.0
      17       18232.417      648150.      22217.2
      18       18232.500      635432.      20105.7
      19       18232.583      645030.      18962.1
      20       18232.667      621534.      16515.2
      21       18232.750      614005.      17872.4
      22       18232.833      612105.      18227.1
      23       18232.917      651214.      18688.4
      24       18233.000      687527.      19224.7
      25       18233.083  1.61807e+06      19672.2
      26       18233.167  2.35302e+06      19579.7
      27       18233.250  2.73753e+06      18694.6
      28       18233.333  2.72749e+06      17268.4
      29       18233.417  2.41225e+06      16007.2
      30       18233.500  2.14826e+06      13080.5
      31       18233.583  1.77084e+06      12816.6
      32       18233.667  1.73700e+06      11200.2
      33       18233.750  1.39614e+06      10802.7
      34       18233.833  1.25044e+06      10197.6
      35       18233.917  2.04062e+06      12326.6
      36       18234.000  2.01534e+06      12896.4
      37       18234.083  2.24458e+06      13358.0
      38       18234.167  2.65936e+06      14052.9
      39       18234.250  3.12145e+06      14636.2
      40       18234.333  3.19881e+06      14154.6
      41       18234.417  3.13661e+06      13808.9
      42       18234.500  2.97880e+06      13264.2
      43       18234.583  2.79910e+06      12385.6
      44       18234.667  2.73379e+06      11414.3
      45       18234.750  2.81936e+06      11122.9
      46       18234.833  2.92582e+06      10972.8
      47       18234.917  3.00507e+06      10679.4
      48       18235.000  3.18153e+06      10373.9
      49       18235.083  2.82239e+06      10150.2
      50       18235.167  2.60977e+06      9974.00
      51       18235.250  2.47432e+06      9736.37
      52       18235.333  2.48534e+06      9868.50
      53       18235.417  2.54781e+06      9849.40
      54       18235.500  2.62433e+06      9546.76
      55       18235.583  2.71640e+06      9181.92
      56       18235.667  2.76106e+06      8779.77
      57       18235.750  2.72123e+06      8332.49
      58       18235.833  2.58527e+06      7856.12
      59       18235.917  2.38328e+06      7395.06
      60       18236.000  2.15640e+06      6952.68
      61       18236.083  1.85186e+06      6431.69
      62       18236.167  1.50758e+06      5983.06
      63       18236.250  1.16237e+06      5555.49
      64       18236.333      930215.      5246.99
      65       18236.417      768854.      4932.97
      66       18236.500      663777.      4673.66
      67       18236.583      608327.      4484.16
      68       18236.667      580653.      4329.45
      69       18236.750      596492.      4219.20
      70       18236.833      695330.      4117.63
      71       18236.917      448671.      4265.99
      72       18237.000      706557.      3957.55
      73       18237.083  1.06680e+06      3881.26
      74       18237.167  1.41223e+06      4071.34
      75       18237.250  1.68195e+06      4320.99
      76       18237.333  1.87314e+06      4585.46
      77       18237.417  1.96698e+06      4849.38
      78       18237.500  1.94666e+06      5098.66
      79       18237.583  1.81764e+06      5377.25
      80       18237.667  1.63067e+06      5820.52
      81       18237.750  1.87142e+06      6459.11
      82       18237.833  2.96011e+06      7115.96
      83       18237.917  4.69283e+06      7727.98
      84       18238.000  6.98350e+06      8483.44
      85       18238.083  8.85512e+06      9638.48
      86       18238.167  9.57669e+06      11334.3
      87       18238.250  1.05525e+07      14192.6
      88       18238.333  1.21681e+07      17998.8
      89       18238.417  1.39707e+07      22674.4
      90       18238.500  1.56825e+07      27706.8
      91       18238.583  1.66564e+07      32034.7
      92       18238.667  1.63143e+07      34459.9
      93       18238.750  1.54805e+07      32547.0
      94       18238.833  1.41839e+07      31601.1
      95       18238.917  1.29170e+07      30977.9
      96       18239.000  1.14247e+07      30251.3
      97       18239.083  9.90053e+06      29486.9
      98       18239.167  8.51446e+06      28566.9
      99       18239.250  7.23930e+06      27222.1
     100       18239.333  6.02706e+06      24929.0
     101       18239.417  4.00562e+06      19891.5
     102       18239.500  2.96893e+06      22889.6
     103       18239.583  2.21608e+06      17154.0
     104       18239.667  1.66810e+06      12041.3
     105       18239.750  1.23202e+06      8513.61
     106       18239.833      902737.      6892.09
     107       18239.917      710397.      6804.37
     108       18240.000      559838.      7073.95
     109       18240.083      447901.      7178.44
     110       18240.167      404661.      7364.26
     111       18240.250      405098.      7871.05
     112       18240.333      426109.      8572.83
     113       18240.417      453123.      9290.78
     114       18240.500      475704.      10053.1
     115       18240.583      482356.      10762.4
     116       18240.667      474875.      11529.2
     117       18240.750      456116.      12515.6
     118       18240.833      427383.      13505.9
     119       18240.917      399850.      14204.3
     120       18241.000      375919.      14564.7
     121       18241.083      341449.      14453.9
     122       18241.167      305454.      13884.9
     123       18241.250      318339.      13414.3
     124       18241.333      344166.      12585.3
     125       18241.417      339210.      11333.0
     126       18241.500      454366.      10615.5
     127       18241.583      720044.      10220.4
     128       18241.667      898572.      10173.3
     129       18241.750      658500.      10944.5
     130       18241.833      240754.      12865.3
     131       18241.917      529002.      16021.2
