0.05,111.79880840494,65.3714387464387,171.583333333333
0.15,144.983369661177,66.975,201
0.25,101.807291666667,40.5,151
0.35,163.685264041514,67,222
0.45,145.104519072302,44.9,232.5
0.55,190.322393912267,59.125,321
0.65,174.452805515482,53,273.625
0.75,164.716991373068,55.9166666666667,284
0.85,149.13523914298,52.75,244
0.95,146.514287575342,53.5833333333333,214.666666666667
1.05,132.603488848152,53,171.666666666667
1.15,136.007842421121,59.4166666666667,172
1.25,126.526436769054,56.4423076923077,172
1.35,133.973953385812,60,165.25
1.45,136.007234378371,61.45,165.5
1.55,144.253411928763,60,179
1.65,164.847746688209,69,218
1.75,167.508184131554,80.8125,225.958333333333
1.85,183.686419589786,88,243
1.95,179.399707194452,90.05,243
2.05,170.009678667834,90.6491935483871,215
2.15,168.908036340375,87.8205128205128,213.7
2.25,166.227222589726,86.8333333333333,208
2.35,174.172100152349,88,231.125
2.45,170.180407822138,87.1826741996233,214.7125
2.55,162.857191993167,84.6754385964912,208
2.65,171.030045715363,86.796875,230.802083333333
2.75,187.220286079821,93.5882352941176,264
2.85,175.25850651737,85.2210144927536,243
2.95,179.197582057247,88,253.5
3.05,168.477748111895,86.2527988804478,234.941666666667
3.15,183.40366647748,89.968112244898,264
3.25,182.370767283236,93.4366666666667,260.666666666667
3.35,190.130291468828,94.6127659574468,268.75
3.45,189.055861020677,95.0666666666667,270.333333333333
3.55,182.583355032388,93.375,261.083333333333
3.65,186.248276154309,89.359375,276.102272727273
3.75,180.139680366844,88,257
3.85,182.008062968986,86.7987288135593,264.875
3.95,179.318786613748,81,259.731092436975
4.05,178.750646778487,81,264
4.15,176.621962986583,84.3392857142857,256
4.25,175.232253718296,88,246.59
4.35,176.204845114865,88,250
4.45,169.40952269983,84.5,236
4.55,169.799825242069,88,236
4.65,164.851942841263,85.6310975609756,223.7
4.75,164.887888841242,86.2495327102804,224.828571428571
4.85,159.444814820292,85.5714285714286,215.6
4.95,159.025224408854,87.2222222222222,216.592592592593
5.05,157.001568010991,85.0461538461539,210.25
5.15,151.713002984363,82.9583333333333,200.373983739837
5.25,148.823106854159,81,193.795454545455
5.35,146.266089584091,81,195.505639097744
5.45,141.948985959531,78.7838441890166,184.295714285714
5.55,137.619615460768,77,176
5.65,134.711194640421,74,176.695652173913
5.75,130.015331800083,72.5744047619048,162.988888888889
5.85,128.545840084533,70.838295990566,163.464285714286
5.95,129.020314945547,72.0258620689655,165.210875331565
